Title,Date
"Modern Family: Temporada 4: Cita misteriosa","4/4/16"
"Modern Family: Temporada 4: Arrestada","4/4/16"
"Kung Fu Panda 2","22/3/16"
"Modern Family: Temporada 3: El último Walt","22/3/16"
"Modern Family: Temporada 3: Día de elecciones","22/3/16"
"Comando especial 2","12/3/16"
"Modern Family: Temporada 3: Manden a los payasos","11/3/16"
"Modern Family: Temporada 3: Superdía","11/3/16"
"Modern Family: Temporada 3: Territorio virgen","11/3/16"
"Modern Family: Temporada 3: Tía mami","9/3/16"
"Modern Family: Temporada 3: ¿Yo, celoso?","8/3/16"
"Modern Family: Temporada 3: Pequeña pastorcensura","8/3/16"
"Modern Family: Temporada 3: El proyecto escolar","7/3/16"
"Modern Family: Temporada 3: Provisión vitalicia","7/3/16"
"Doctor Who: Temporada 8: Línea plana","4/3/16"
"Doctor Who: Temporada 8: La momia del Expreso de Oriente","4/3/16"
"Padre de familia: Temporada 9: And I'm Joyce Kinney","4/3/16"
"Padre de familia: Temporada 9: New Kidney in Town","4/3/16"
"Padre de familia: Temporada 9: Road to the North Pole Parte 1","4/3/16"
"Padre de familia: Temporada 9: Brian Writes a Bestseller","3/3/16"
"Padre de familia: Temporada 9: Baby You Knock Me Out","3/3/16"
"Padre de familia: Temporada 9: Halloween on Spooner Street","3/3/16"
"Padre de familia: Temporada 9: Welcome Back Carter","3/3/16"
"Padre de familia: Temporada 9: Excellence in Broadcasting","3/3/16"
"Apartment 23: Temporada 2: Perra original...","3/3/16"
"Doctor Who: Temporada 8: El conserje","3/3/16"
"Doctor Who: Temporada 8: Atraco en el tiempo","3/3/16"
"Apartment 23: Temporada 2: Ocupado...","3/3/16"
"Apartment 23: Temporada 2: Usando a las personas...","3/3/16"
"Apartment 23: Temporada 2: La perra de hace siete años...","3/3/16"
"Apartment 23: Temporada 2: La D...","3/3/16"
"Apartment 23: Temporada 2: Lunes de June...","3/3/16"
"Apartment 23: Temporada 2: Los problemas de Teddy...","2/3/16"
"Apartment 23: Temporada 1: La filtración...","2/3/16"
"Apartment 23: Temporada 2: Juegos de citas...","2/3/16"
"Apartment 23: Temporada 1: Chicas crueles...","1/3/16"
"Apartment 23: Temporada 1: La vecina escarlata...","1/3/16"
"Apartment 23: Temporada 2: París...","1/3/16"
"Apartment 23: Temporada 2: Un fin de semana en los Hampton...","1/3/16"
"Apartment 23: Temporada 2: Mentiras de bares...","1/3/16"
"Apartment 23: Temporada 1: Lo que sea necesario...","1/3/16"
"Apartment 23: Temporada 2: Es un milagro...","1/3/16"
"Apartment 23: Temporada 2: Gente sexy...","1/3/16"
"Sin escape","27/2/16"
"Apartment 23: Temporada 2: Amor y monstruos...","27/2/16"
"Apartment 23: Temporada 2: Una reunión...","27/2/16"
"Apartment 23: Temporada 1: Shitagi Nashi...","27/2/16"
"Apartment 23: Temporada 1: Es solo sexo...","26/2/16"
"Apartment 23: Temporada 1: Consiguiendo dinero para el alquiler...","26/2/16"
"Apartment 23: Temporada 1: La boda...","26/2/16"
"Apartment 23: Temporada 1: Trampa familiar...","26/2/16"
"Apartment 23: Temporada 1: Niña de papá...","25/2/16"
"Modern Family: Temporada 5: Espionaje","25/2/16"
"Modern Family: Temporada 5: Tres cenas","25/2/16"
"Modern Family: Temporada 5: Bajo presión","25/2/16"
"Modern Family: Temporada 1: El ladrón de bicicletas","25/2/16"
"Modern Family: Temporada 1: Piloto","25/2/16"
"Padre de familia: Temporada 9: And Then There Were Fewer Parte 2","25/2/16"
"The Blacklist: Temporada 1: El creador de guisados (N.° 161)","24/2/16"
"Modern Family: Temporada 3: La casa del árbol","24/2/16"
"The Blacklist: Temporada 1: Wujing (N.° 84)","24/2/16"
"The Blacklist: Temporada 1: El independiente (N.° 145)","23/2/16"
"The Blacklist: Temporada 1: Piloto","23/2/16"
"Padre de familia: Temporada 9: And Then There Were Fewer Parte 1","23/2/16"
"Apartment 23: Temporada 1: Piloto","23/2/16"
"Un sueño posible","23/2/16"
"Modern Family: Temporada 3: ¡Vamos, Bullfrogs!","22/2/16"
"Modern Family: Temporada 3: Choque y huida","22/2/16"
"Modern Family: Temporada 3: Puerta a puerta","22/2/16"
"Modern Family: Temporada 3: Phil en la cuerda floja","22/2/16"
"Modern Family: Temporada 3: Cuando los chicos buenos se hacen malos","20/2/16"
"Modern Family: Temporada 3: Rancho de turistas","20/2/16"
"Modern Family: Temporada 2: El que se alejó","20/2/16"
"Modern Family: Temporada 2: Te veo el próximo otoño","19/2/16"
"Modern Family: Temporada 2: Policía bueno, policía malo","19/2/16"
"Modern Family: Temporada 2: Día de las Madres","19/2/16"
"Modern Family: Temporada 2: Alguien que cuide a Lily","19/2/16"
"Modern Family: Temporada 2: El hombre musical","19/2/16"
"Modern Family: Temporada 2: Noche de hombres","19/2/16"
"Modern Family: Temporada 2: Dos monos y un panda","18/2/16"
"Modern Family: Temporada 2: Arrepentimientos","18/2/16"
"Modern Family: Temporada 2: La fiesta de la princesa","18/2/16"
"Modern Family: Temporada 2: Volvió Bixby","18/2/16"
"Modern Family: Temporada 2: In fraganti","18/2/16"
"Modern Family: Temporada 2: Nuestros hijos son como nosotros","18/2/16"
"Modern Family: Temporada 2: Desacelera, tus vecinos","17/2/16"
"Modern Family: Temporada 2: La revelación del baile","17/2/16"
"Modern Family: Temporada 2: Madre protectora","17/2/16"
"Modern Family: Temporada 2: Many, saca el arma","17/2/16"
"Modern Family: Temporada 2: El ruido","16/2/16"
"Modern Family: Temporada 2: Halloween","16/2/16"
"Modern Family: Temporada 2: Desconectados","16/2/16"
"Modern Family: Temporada 2: Extraños en la caminadora","16/2/16"
"Modern Family: Temporada 2: Terremoto","16/2/16"
"Modern Family: Temporada 2: El beso","16/2/16"
"Modern Family: Temporada 2: La carcacha","16/2/16"
"Modern Family: Temporada 1: Retrato familiar","15/2/16"
"Modern Family: Temporada 1: Hawái","15/2/16"
"Modern Family: Temporada 1: Aeropuerto 2010","15/2/16"
"Modern Family: Temporada 1: Viaje con Scout","15/2/16"
"Modern Family: Temporada 1: En la banca","15/2/16"
"Modern Family: Temporada 1: Cambio de juego","15/2/16"
"Modern Family: Temporada 1: Noche estrellada","13/2/16"
"Modern Family: Temporada 1: La verdad sea dicha","13/2/16"
"Modern Family: Temporada 1: Miedos","13/2/16"
"Modern Family: Temporada 1: Día de San Valentín a la moda","13/2/16"
"Modern Family: Temporada 1: En guardia","13/2/16"
"Modern Family: Temporada 1: Luz de luna","13/2/16"
"Skins: Vol. 3: Todos","13/2/16"
"Modern Family: Temporada 1: Quince por ciento","13/2/16"
"Modern Family: Temporada 1: En mi casa no","13/2/16"
"Modern Family: Temporada 1: Desvelados","13/2/16"
"Modern Family: Temporada 1: Fuera adornos","13/2/16"
"Modern Family: Temporada 1: Fizbo","12/2/16"
"Modern Family: Temporada 1: Grandes expectativas","12/2/16"
"Modern Family: Temporada 1: Corre por tu esposa","12/2/16"
"Modern Family: Temporada 1: Cazacortinas","12/2/16"
"Modern Family: Temporada 1: El incidente","12/2/16"
"Modern Family: Temporada 1: Ven a volar conmigo","12/2/16"
"Modern Family: Temporada 5: La boda (Parte 2)","11/2/16"
"Cosmos: A Spacetime Odyssey: Temporada 1: El mundo liberado","11/2/16"
"Modern Family: Temporada 5: La boda (Parte 1)","11/2/16"
"Modern Family: Temporada 5: Mensaje recibido","11/2/16"
"Modern Family: Temporada 5: Dormilón","11/2/16"
"Modern Family: Temporada 5: Australia","11/2/16"
"Modern Family: Temporada 5: La noche de un duro Jay","11/2/16"
"Modern Family: Temporada 5: Las Vegas","9/2/16"
"Modern Family: Temporada 5: Hijos de otras personas","8/2/16"
"Modern Family: Temporada 5: Carnaval Romántico Primaveral","6/2/16"
"Modern Family: Temporada 5: La disputa","6/2/16"
"Ese es mi hijo","5/2/16"
"Modern Family: Temporada 5: Y uno para querer","24/1/16"
"Modern Family: Temporada 5: El viejo y los tres","24/1/16"
"Modern Family: Temporada 4: Venta de garaje","17/1/16"
"Modern Family: Temporada 4: Casa del terror en exposición","17/1/16"
"¿Y dónde está el fantasma?","17/1/16"
"Perdedores","17/1/16"
"Policías de repuesto","17/1/16"
"¿...Y dónde están las rubias?","6/1/16"
"Arrow: Temporada 3: Mi nombre es Oliver Queen","3/1/16"
"Arrow: Temporada 3: Esta es tu espada","3/1/16"
"Arrow: Temporada 3: Al Sah-him","3/1/16"
"Arrow: Temporada 3: Los caídos","2/1/16"
"Arrow: Temporada 3: Flecha rota","31/12/15"
"Arrow: Temporada 3: Enemigo público","31/12/15"
"Arrow: Temporada 3: Tendencias suicidas","31/12/15"
"Arrow: Temporada 3: La oferta","30/12/15"
"Arrow: Temporada 3: Nanda Parbat","30/12/15"
"Arrow: Temporada 3: El regreso","30/12/15"
"Golpe bajo: El juego final","30/12/15"
"Arrow: Temporada 3: Canarios","30/12/15"
"Arrow: Temporada 3: Levantamiento","29/12/15"
"Arrow: Temporada 3: Ciudad de medianoche","29/12/15"
"Arrow: Temporada 3: Abandonado","29/12/15"
"Arrow: Temporada 3: El ascenso","28/12/15"
"Arrow: Temporada 3: El valiente y el rápido","28/12/15"
"Arrow: Temporada 3: Tensa tu arco","28/12/15"
"Arrow: Temporada 3: Culpables","28/12/15"
"Arrow: Temporada 3: El origen secreto de Felicity Smoak","27/12/15"
"Arrow: Temporada 3: El mago","27/12/15"
"Arrow: Temporada 3: Corto Maltés","27/12/15"
"Arrow: Temporada 3: Sara","27/12/15"
"Arrow: Temporada 3: La calma","26/12/15"
"Arrow: Temporada 2: Impensable","25/12/15"
"Pablo Escobar, el patrón del mal: Temporada 1: Episode 15","25/12/15"
"Arrow: Temporada 2: Calles de fuego","25/12/15"
"Arrow: Temporada 2: Ciudad de sangre","24/12/15"
"Pablo Escobar, el patrón del mal: Temporada 1: Episode 14","24/12/15"
"Pablo Escobar, el patrón del mal: Temporada 1: Episode 13","24/12/15"
"Arrow: Temporada 2: Ira","24/12/15"
"Pablo Escobar, el patrón del mal: Temporada 1: Episode 12","24/12/15"
"Pablo Escobar, el patrón del mal: Temporada 1: Episode 11","24/12/15"
"Pablo Escobar, el patrón del mal: Temporada 1: Episode 10","24/12/15"
"Pablo Escobar, el patrón del mal: Temporada 1: Episode 9","24/12/15"
"Pablo Escobar, el patrón del mal: Temporada 1: Episode 8","23/12/15"
"Pablo Escobar, el patrón del mal: Temporada 1: Episode 7","23/12/15"
"Pablo Escobar, el patrón del mal: Temporada 1: Episode 6","23/12/15"
"Pablo Escobar, el patrón del mal: Temporada 1: Episode 5","23/12/15"
"Arrow: Temporada 2: El hombre bajo la capucha","23/12/15"
"Arrow: Temporada 2: Deadstroke","23/12/15"
"Arrow: Temporada 2: Aves de presa","23/12/15"
"Pablo Escobar, el patrón del mal: Temporada 1: Episode 4","23/12/15"
"Pablo Escobar, el patrón del mal: Temporada 1: Episode 3","23/12/15"
"Pablo Escobar, el patrón del mal: Temporada 1: Episode 2","23/12/15"
"Pablo Escobar, el patrón del mal: Temporada 1: Episode 1","23/12/15"
"Graduados: Capítulo 1","23/12/15"
"Arrow: Temporada 2: Escuadrón suicida","22/12/15"
"Arrow: Temporada 2: La promesa","22/12/15"
"Arrow: Temporada 2: Hora de morir","22/12/15"
"Arrow: Temporada 2: La heredera del demonio","22/12/15"
"Arrow: Temporada 2: Temblores","22/12/15"
"Arrow: Temporada 2: Punto ciego","22/12/15"
"Arrow: Temporada 2: Radio de explosión","20/12/15"
"Arrow: Temporada 2: El científico","18/12/15"
"Arrow: Temporada 2: El estado contra Queen","17/12/15"
"Arrow: Temporada 2: Mantén a tus enemigos cerca","17/12/15"
"Arrow: Temporada 2: Liga de asesinos","17/12/15"
"Arrow: Temporada 2: Crisol","17/12/15"
"Arrow: Temporada 2: Muñecas rotas","17/12/15"
"Arrow: Temporada 2: Identidad","17/12/15"
"Arrow: Temporada 2: Ciudad de héroes","17/12/15"
"Arrow: Temporada 1: Sacrificio","17/12/15"
"Arrow: Temporada 1: La oscuridad en el borde de la ciudad","16/12/15"
"Arrow: Temporada 1: La empresa","16/12/15"
"Arrow: Temporada 1: Allanamiento de morada","16/12/15"
"Arrow: Temporada 1: Asuntos pendientes","16/12/15"
"Arrow: Temporada 1: Salvación","16/12/15"
"Arrow: Temporada 1: El regreso de la cazadora","16/12/15"
"Arrow: Temporada 1: Culpable sin lugar a duda","15/12/15"
"Arrow: Temporada 1: El esquivo","15/12/15"
"Arrow: Temporada 1: La odisea","15/12/15"
"Arrow: Temporada 1: Traición","15/12/15"
"Arrow: Temporada 1: Vértigo","15/12/15"
"Arrow: Temporada 1: Confía pero verifica","15/12/15"
"Arrow: Temporada 1: Quemado","15/12/15"
"Arrow: Temporada 1: Fin de año","15/12/15"
"Arrow: Temporada 1: Vendetta","15/12/15"
"Arrow: Temporada 1: Musa de fuego","15/12/15"
"Arrow: Temporada 1: Legado","14/12/15"
"Arrow: Temporada 1: Mercancía estropeada","14/12/15"
"Arrow: Temporada 1: Un hombre inocente","14/12/15"
"Modern Family: Temporada 3: Navidad exprés","13/12/15"
"Modern Family: Temporada 3: Calabaza lanzada","13/12/15"
"Armageddon","11/12/15"
"Los juegos de la resaca","30/11/15"
"Mi vecino es un espía","25/11/15"
"El príncipe del rap: Temporada 4: El éxito no perdona","25/11/15"
"Two and a Half Men: Temporada 4: Chicas y helado","24/11/15"
"Two and a Half Men: Temporada 4: Adoptando chicas","23/11/15"
"Two and a Half Men: Temporada 4: La apuesta","23/11/15"
"Two and a Half Men: Temporada 4: Glamoroso y excitante","23/11/15"
"Two and a Half Men: Temporada 4: La tía Myra no orina mucho","23/11/15"
"Two and a Half Men: Temporada 4: La última pensión","23/11/15"
"Two and a Half Men: Temporada 4: Vida feliz en posterlandia","23/11/15"
"Two and a Half Men: Temporada 4: Me revolqué con un comunista","23/11/15"
"Two and a Half Men: Temporada 4: Los jóvenes también tienen flemas","23/11/15"
"Two and a Half Men: Temporada 4: Mi maldita acosadora","23/11/15"
"Two and a Half Men: Temporada 4: La chica ideal","22/11/15"
"Two and a Half Men: Temporada 4: Tranquilo, Meteoro","22/11/15"
"Two and a Half Men: Temporada 4: Cuidando vidas desamparadas","22/11/15"
"Two and a Half Men: Temporada 4: Navidad en riesgo","20/11/15"
"Two and a Half Men: Temporada 4: Besando a Abraham Lincoln","20/11/15"
"Two and a Half Men: Temporada 4: Tacaño hasta las muelas","20/11/15"
"Two and a Half Men: Temporada 4: Suelten a los perros","19/11/15"
"Two and a Half Men: Temporada 4: Embarazadas eróticas","19/11/15"
"Two and a Half Men: Temporada 4: Culto a mamá","19/11/15"
"Two and a Half Men: Temporada 4: Fertilidad comprobada","19/11/15"
"Two and a Half Men: Temporada 4: Quiero a mi perro","19/11/15"
"Two and a Half Men: Temporada 4: Encárgate de tu madre","19/11/15"
"Two and a Half Men: Temporada 4: El lado sentimental de Charlie","19/11/15"
"Two and a Half Men: Temporada 4: Trabajando para Calígula","19/11/15"
"Two and a Half Men: Temporada 3: ¡Que vivan los novios!","19/11/15"
"Two and a Half Men: Temporada 3: Buenas razones para un rapidín","19/11/15"
"Two and a Half Men: Temporada 3: Mi primer amor","19/11/15"
"Two and a Half Men: Temporada 3: Actividades extracurriculares","19/11/15"
"Two and a Half Men: Temporada 3: Siempre la novia, jamás el burro","19/11/15"
"Two and a Half Men: Temporada 3: El bombón se muda a casa","19/11/15"
"Two and a Half Men: Temporada 3: Gastos menores","19/11/15"
"Two and a Half Men: Temporada 3: Salven a los huérfanos","18/11/15"
"Two and a Half Men: Temporada 3: El llamado del macho","18/11/15"
"Two and a Half Men: Temporada 3: Un Charlie diferente","18/11/15"
"Two and a Half Men: Temporada 3: El amor no es ciego, es idiota","18/11/15"
"Two and a Half Men: Temporada 3: La humillación es un medio visual","18/11/15"
"Two and a Half Men: Temporada 3: Los ataques de Alan","18/11/15"
"Two and a Half Men: Temporada 3: La aldea de los condenados de Santa","18/11/15"
"Two and a Half Men: Temporada 3: ¡Bien hecho!","18/11/15"
"Two and a Half Men: Temporada 3: La dama y su amigo especial","17/11/15"
"Two and a Half Men: Temporada 3: Jake Elliott","17/11/15"
"Two and a Half Men: Temporada 3: Papito querido","17/11/15"
"Two and a Half Men: Temporada 3: La chica diabólica","17/11/15"
"Two and a Half Men: Temporada 3: ¿Le decíamos señor Pinky?","17/11/15"
"Two and a Half Men: Temporada 3: Adiós, hermanito querido","17/11/15"
"Two and a Half Men: Temporada 3: Las citas misteriosas","17/11/15"
"Two and a Half Men: Temporada 3: Negocios calientes","16/11/15"
"Two and a Half Men: Temporada 3: El accidente de Alan","16/11/15"
"Two and a Half Men: Temporada 2: Amarra a tu mujer","16/11/15"
"Two and a Half Men: Temporada 2: Pichón, pichón, pichón, pichón","16/11/15"
"Two and a Half Men: Temporada 2: Mi madre es una bolsa de papas","15/11/15"
"Two and a Half Men: Temporada 2: Charlie, siempre compasivo","15/11/15"
"Two and a Half Men: Temporada 2: Mi hermano es un mono rasurado","15/11/15"
"Two and a Half Men: Temporada 2: Mala puntería","15/11/15"
"Two and a Half Men: Temporada 2: Era Mame, mamá","15/11/15"
"Two and a Half Men: Temporada 2: Exámen de hernia","15/11/15"
"Two and a Half Men: Temporada 2: Padres responsables","15/11/15"
"Two and a Half Men: Temporada 2: Viajando con Alan","15/11/15"
"Two and a Half Men: Temporada 2: Un plan exitoso","15/11/15"
"Two and a Half Men: Temporada 2: Inmoralidades","15/11/15"
"Two and a Half Men: Temporada 2: Mujer grande, problema grande","15/11/15"
"Two and a Half Men: Temporada 2: Tatuajes sexis","15/11/15"
"Two and a Half Men: Temporada 2: Amistad verdadera","15/11/15"
"Two and a Half Men: Temporada 2: Viejas relaciones","15/11/15"
"Two and a Half Men: Temporada 2: Frankenstein y los aldeanos excitados","15/11/15"
"Two and a Half Men: Temporada 2: Del matadero en Fontana","15/11/15"
"Two and a Half Men: Temporada 2: Confesiones","15/11/15"
"Two and a Half Men: Temporada 2: Malas noticias de la clínica","15/11/15"
"Two and a Half Men: Temporada 2: Los negocios de mamá","15/11/15"
"Two and a Half Men: Temporada 2: Educando a Jake","14/11/15"
"Two and a Half Men: Temporada 2: Psicoanálisis","14/11/15"
"Two and a Half Men: Temporada 2: El hermano incómodo","14/11/15"
"Two and a Half Men: Temporada 1: La operación","14/11/15"
"Two and a Half Men: Temporada 1: Mujeres juntas, solo difuntas","14/11/15"
"Two and a Half Men: Temporada 1: Enloqueciendo","14/11/15"
"Two and a Half Men: Temporada 1: La guerra de los Harper","14/11/15"
"Two and a Half Men: Temporada 1: La crisis de Jake","14/11/15"
"Two and a Half Men: Temporada 1: Irónico, ¿no?","14/11/15"
"Two and a Half Men: Temporada 1: Un viejo amor con un nuevo look","14/11/15"
"Two and a Half Men: Temporada 1: ¡Qué lindas gorritas!","14/11/15"
"Two and a Half Men: Temporada 1: Solo saliva","14/11/15"
"Two and a Half Men: Temporada 1: Primer round","14/11/15"
"Two and a Half Men: Temporada 1: En bancarrota","14/11/15"
"Two and a Half Men: Temporada 1: Dos hermanas para dos enfermos","14/11/15"
"Two and a Half Men: Temporada 1: Cigarrillos y feromonas","13/11/15"
"Two and a Half Men: Temporada 1: El sex appeal de Alan","13/11/15"
"Two and a Half Men: Temporada 1: Feliz Día de Acción de Gracias","13/11/15"
"Two and a Half Men: Temporada 1: Fase uno: terminada","13/11/15"
"Two and a Half Men: Temporada 1: La separación","13/11/15"
"Two and a Half Men: Temporada 1: Confusiones sexuales","13/11/15"
"Two and a Half Men: Temporada 1: El novio de mamá","13/11/15"
"Two and a Half Men: Temporada 1: Solteras y divorciadas","13/11/15"
"Two and a Half Men: Temporada 1: Un día muy emotivo","13/11/15"
"Two and a Half Men: Temporada 1: Entrada al infierno","13/11/15"
"Two and a Half Men: Temporada 1: Pajarracos","13/11/15"
"Two and a Half Men: Temporada 1: Piloto","13/11/15"
"Los cazafantasmas II","5/11/15"
"Los cazafantasmas","4/11/15"
"Doctor Who: Temporada 4: The Poison Sky","2/11/15"
"Doctor Who: Temporada 4: The Sontaran Stratagem","2/11/15"
"Doctor Who: Temporada 4: Las aguas de Marte","2/11/15"
"Doctor Who: Temporada 4: Midnight","2/11/15"
"Volver al futuro III","27/10/15"
"The Walking Dead: Temporada 1: Agallas","2/10/15"
"The Walking Dead: Temporada 1: Los viejos tiempos","29/9/15"
